Accession,A_NAT_151,A_NAT_264,A_NAT_661,A_NAT_692,A_NAT_803,A_NAT_919,A_T_151,A_T_264,A_T_661,A_T_692,A_T_803,A_T_919,I_NAT_160,I_NAT_253,I_NAT_557,I_NAT_693,I_NAT_954,I_NAT_978,I_T_160,I_T_253,I_T_557,I_T_693,I_T_954,I_T_978
P08294,26.2118,27.8394,27.5012,25.1404,26.1303,26.4842,25.9493,26.3922,26.9598,28.4845,27.1522,25.5292,25.8605,27.9929,25.1575,25.1436,25.0548,27.0488,26.3401,25.8217,26.3365,25.6953,25.6172,27.0853
P08311,24.84,25.3394,27.1161,22.2569,24.1147,23.8901,22.5995,22.6604,24.9273,20.4845,21.0042,24.7428,23.0826,25.5704,23.5526,20.2912,26.0856,22.2669,23.3422,24.7746,23.9728,21.9363,25.0198,23.5308
P08473,24.8226,20.5602,23.9407,25.549,25.622,24.6709,23.0571,24.2136,23.8421,22.0698,26.9792,23.1792,26.7512,25.7584,26.0122,24.5372,25.8383,23.3265,24.6982,26.7282,27.5846,23.4923,19.9628,21.0633
P08559,24.7358,25.1785,24.5598,24.7007,24.8697,24.3591,24.9751,25.1488,24.7817,24.4024,24.9426,24.5463,24.6196,24.7553,24.7856,24.8194,24.9761,24.8062,24.7484,25.108,24.8693,25.1135,25.3742,24.9352
P08571,22.0737,22.6948,20.9436,21.2016,22.322,21.5485,21.9898,21.0599,22.4648,22.5703,22.5079,22.3591,22.0589,22.5547,21.3883,21.1586,20.3195,22.3165,21.9254,21.9614,21.3435,21.943,21.9573,22.7105
P08572,26.8875,26.7318,27.5116,26.9152,26.7759,26.7816,25.8634,26.598,26.9234,26.0897,27.6755,26.0751,26.62,27.4734,26.7138,26.2075,25.8923,27.7144,26.1889,25.9833,26.4646,26.1943,26.4533,27.388
P08574,24.7241,24.9118,24.7876,25.2076,24.4516,24.2999,24.5785,25.6705,24.733,24.7049,25.2117,24.8972,24.3639,25.5495,24.7838,24.9201,24.5173,25.1512,25.1123,25.8225,24.3596,24.9219,25.3816,24.8919
P08579,22.4281,22.7582,21.1466,22.5991,22.91,19.5856,23.1666,23.5556,22.8695,22.8947,22.9493,22.8239,22.3472,21.2995,22.4264,22.5407,22.9322,21.1885,23.3556,22.8823,21.5268,22.8239,22.9182,21.1117
P08603,28.3375,28.3675,27.6249,27.6403,27.5159,26.7838,28.1451,27.3429,27.9355,27.5699,27.0812,26.0848,27.1843,28.5625,26.8955,26.9653,27.1401,27.8354,26.7575,26.6252,26.6094,27.0426,27.076,28.0468
P08621,22.6929,22.4367,22.4132,22.7889,23.36,23.4044,23.1204,23.7922,22.904,22.7758,23.3346,23.3898,23.1306,22.9336,23.3938,23.0984,23.494,22.6132,23.8069,23.3462,23.3704,22.8886,23.8552,20.4709
P08648,26.4642,26.0209,25.9988,27.2309,26.6902,27.1923,24.391,24.518,24.6867,25.7075,22.7654,24.821,26.6943,25.0553,26.8539,26.9328,25.8899,22.9186,25.6536,23.1556,25.0439,26.4595,24.1723,26.2162
P08651,21.9991,20.7422,21.5752,22.2145,22.0139,21.7241,21.3661,22.6564,21.6924,22.0695,22.2578,21.8776,21.6356,21.4389,21.7195,22.6702,22.7798,21.6172,20.8745,22.103,22.0332,22.3767,22.5553,21.3387
P08670,31.0688,31.4561,31.5043,31.2476,31.141,31.3953,31.3427,31.3636,31.6489,31.6504,31.3679,31.2879,31.6549,31.0415,31.1104,30.8174,31.3045,31.7198,31.7379,30.7204,31.2715,30.6895,31.1638,31.8094
P08697,24.8244,24.3838,23.4997,24.286,24.7665,23.2464,23.9498,22.8772,24.4983,23.698,24.2025,23.0812,24.1049,24.6221,24.2243,23.531,24.2164,24.6592,22.8855,23.0253,23.9228,23.8483,23.7954,24.849
P08708,24.5742,23.8083,24.1451,24.2745,24.3934,23.3994,24.4909,24.8947,24.3384,24.2481,24.1369,24.5067,23.8431,23.6109,24.1724,24.2131,24.6914,23.8893,23.9618,24.7905,24.2066,24.8483,23.6552,23.1095
P08729,26.8123,28.8191,30.261,26.7221,27.1996,26.6165,20.8346,27.208,26.6998,21.6123,22.7432,26.2836,25.9408,26.4877,25.476,26.6804,26.3638,27.4227,25.845,24.5457,26.2683,26.0437,23.6469,28.1789
P08758,29.736,29.6746,30.0148,29.582,29.6018,29.2277,29.7362,30.3045,29.7522,30.2351,29.4509,29.8327,29.7172,29.5697,29.4458,29.6115,29.5519,29.548,29.5541,29.4808,29.6444,29.6849,29.9517,29.6418
P08865,27.1378,26.7339,26.4592,27.0081,26.9505,26.338,27.4814,27.5337,26.5585,27.6678,27.2667,27.5679,26.9763,26.5377,27.0734,27.4568,27.3535,26.5585,27.4362,27.7588,27.1799,27.3242,27.4107,26.7782
P08962,23.4634,23.4565,21.8785,25.0471,25.127,25.8695,24.6426,25.4392,21.3698,23.9828,24.741,24.7201,24.5138,23.3906,23.6153,25.2003,24.6782,22.622,24.7049,25.8114,25.522,20.6943,24.0493,23.9081
P09012,24.2656,23.7207,23.9318,23.7629,24.284,23.4246,24.4391,24.9799,24.2294,24.3373,24.5741,24.455,24.2836,23.1573,24.0111,24.4096,24.3259,23.5122,24.6478,24.706,24.2327,24.4991,24.7614,23.0031
P09104,24.7408,25.4364,25.1745,24.4688,24.4748,24.3232,23.712,23.6037,24.9726,23.5152,23.7723,23.46,24.6918,24.7468,24.1314,23.895,24.2766,24.8659,23.693,22.667,24.0879,23.9219,23.3968,24.8386
P09110,26.6061,24.2435,25.1036,26.2239,26.1621,25.8578,25.9087,25.9941,25.8306,25.8549,26.1218,26.8721,26.2217,25.1378,26.1552,26.5665,26.6446,25.027,26.3778,26.5162,26.2069,26.4805,25.2274,24.9181
P09211,29.4173,29.3565,29.1327,28.9672,29.0633,29.0501,28.282,27.7653,29.1232,28.0381,28.4863,28.1635,29.1916,28.7515,28.4192,28.5848,29.0353,28.8725,28.1377,27.5951,28.3974,28.5984,27.3931,28.7189
P09382,29.6231,30.4969,30.0355,29.6983,29.653,30.2821,29.3106,28.8525,29.7277,29.5325,29.2628,29.1394,29.593,29.9807,29.5595,29.6415,29.5185,30.0987,29.5764,28.8508,29.2328,29.6791,28.791,29.9943
P09417,26.0995,25.361,25.3512,25.879,25.9067,25.8713,25.5268,25.1075,25.786,26.3412,25.2317,25.4104,25.8887,25.463,25.9415,26.2204,25.8336,25.7438,25.3166,25.5575,25.7681,26.0822,26.404,25.8686
P09429,27.7728,27.539,28.0466,28.2124,28.0973,27.2178,27.8448,28.5281,27.9126,27.7602,27.6697,27.7093,27.3709,27.4741,27.9272,27.9684,28.3533,28.2632,28.1021,27.9802,28.288,28.0593,28.5783,28.2632
P09455,22.3008,23.5706,23.6737,22.8716,23.4193,18.8953,19.6206,21.8711,22.8099,22.4005,22.7048,22.5547,22.8664,22.7762,22.5869,22.8473,22.9536,23.9479,22.8256,21.9357,22.7855,23.1116,23.2026,24.2666
P09467,25.3965,24.7645,25.2293,25.3942,26.3351,25.8116,26.8887,26.6974,26.107,26.8961,26.3412,26.4605,25.3952,24.5687,26.5898,26.1351,26.1767,25.6061,26.2544,26.8329,26.5358,26.2227,27.1856,25.2539
P09493,31.2238,32.548,32.1558,31.9671,31.4963,32.3842,30.7142,30.2621,31.7559,31.5362,31.0425,30.7134,31.9709,31.9022,31.5749,31.3148,31.3805,31.9375,31.3192,30.4209,31.2826,31.5714,31.4175,32.1693
P09496,22.5485,22.0924,21.1176,22.4957,22.1467,23.0127,22.3443,23.2104,22.6616,20.4317,22.288,23.9551,22.7099,22.13,22.6913,22.8981,22.7005,22.1359,23.5157,22.6049,22.5184,22.7557,22.617,21.2286
P09497,22.1581,22.371,22.7807,22.2394,22.185,22.7001,22.0349,21.9188,22.5651,22.635,22.1035,22.8781,22.2295,21.876,21.9522,22.1344,22.6246,22.8078,23.0949,22.0627,22.3519,22.2818,22.331,22.928
P09525,27.4044,27.9174,27.9376,27.727,27.768,27.9209,27.122,27.1088,27.6846,27.3543,27.4176,27.4215,28.0352,27.9126,27.8742,27.6218,27.7868,27.8507,27.6992,27.3361,27.7644,27.537,26.6698,28.1038
P09543,24.685,23.9654,24.5049,24.652,24.6755,24.9292,24.1246,23.8974,24.5949,25.0121,24.284,24.665,24.693,24.2193,24.6448,25.1468,25.0089,23.13,24.6433,24.9918,24.8026,24.7658,24.5315,24.2733
P09622,25.6229,25.5739,25.0747,25.7304,25.6048,25.1512,26.0105,25.8195,25.3785,25.2758,25.7299,25.536,25.2466,25.4007,25.7263,25.556,25.7261,25.4956,25.5462,26.5178,25.5207,25.7874,26.0758,25.3981
P09651,27.6176,27.0655,27.1746,27.0525,27.5558,26.1925,27.9842,28.0885,27.0459,27.6348,27.9269,27.4622,27.0713,26.6855,27.2905,27.4882,27.4966,26.9356,27.844,28.2575,27.5451,27.6828,28.3704,27.0982
P09661,22.883,22.5881,23.5295,22.9753,23.1016,22.0402,23.1927,24.2379,23.1876,23.5545,23.5462,23.1763,23.0189,22.5608,23.3397,23.6344,23.0733,22.4913,23.4942,23.5845,23.2494,23.2585,23.3987,22.5055
P09668,21.8586,22.6355,21.7601,23.891,24.5032,23.2005,24.6894,24.9179,19.6274,21.4496,24.7024,23.7583,22.5648,22.9482,22.2647,23.2324,21.9106,21.6504,23.2839,25.1307,24.0743,19.9517,21.3844,23.0005
P09758,24.2621,22.7239,24.906,25.0387,24.5318,24.1128,24.6958,25.5278,24.7938,25.4286,23.2148,25.0665,23.6901,23.663,25.364,24.7326,25.2801,24.6741,25.3016,25.1728,25.5572,25.3442,24.876,24.3055
P09871,23.3403,24.1305,23.2519,22.3265,22.4882,19.5756,23.3876,22.7599,22.6329,20.5022,22.452,21.6776,22.129,23.649,21.9248,21.9249,22.6058,22.725,22.1376,22.2635,21.9863,22.6506,22.7039,23.4815
P09874,25.0344,25.6274,25.1875,24.9574,25.2768,24.7751,25.2765,25.953,25.4043,25.4507,24.4296,25.3193,24.9329,24.8315,25.0516,25.1853,25.4285,25.39,25.2664,25.5402,25.2975,25.1487,25.775,25.475
P09936,24.6052,23.839,25.2695,24.4531,23.654,24.2353,23.4875,23.202,25.2453,24.2121,22.2377,22.8603,24.7205,23.6568,24.2527,23.8306,23.8361,24.629,23.6791,22.2046,23.3791,23.6837,22.6179,25.2876
P09960,27.1634,26.799,26.8214,26.5045,27.2444,26.7352,26.5911,27.1216,26.7275,27.2597,26.8024,27.1376,26.8727,26.962,27.0064,26.8866,27.004,26.5766,27.3226,27.2856,27.2457,27.1337,27.2278,26.71
P09972,25.5835,25.7678,26.0242,25.6482,25.604,25.4793,24.764,25.564,25.575,24.8931,25.3744,25.7423,25.3521,26.1678,25.7804,25.568,25.0099,25.5058,25.0474,25.0057,25.3618,25.0399,25.1475,25.7988
P0C0L4,29.0194,29.2775,27.4343,27.8836,28.706,27.848,28.7272,30.1237,27.7099,27.8627,27.9446,27.6176,26.9216,28.3134,27.6297,27.4593,27.7389,28.5066,26.6877,27.3084,27.3081,27.863,27.5984,29.0861
P0C0L5,25.5251,26.2198,20.4825,23.8617,24.5197,23.9512,24.9367,26.4577,23.8708,21.6566,23.9694,20.9291,23.3277,24.2005,23.6311,23.9577,19.9483,24.7788,23.5045,23.9942,23.5341,24.4429,23.7893,23.886
P0CAP1,22.0223,23.1922,22.7505,25.0632,22.4288,24.7548,19.8205,20.96,19.9237,24.5506,19.5481,22.1902,25.366,23.5717,22.9267,24.0875,21.2086,21.7827,23.6409,19.0501,22.6714,24.0286,20.7204,21.928
P0CG30,20.9876,24.719,22.0559,24.2904,24.3402,26.5376,21.0243,25.5022,23.2588,23.8427,22.6841,26.5278,20.5617,24.871,24.5946,20.7988,24.7138,20.3496,20.4028,24.7941,24.4472,19.5924,23.3452,20.0044
P0DMV9,30.2136,30.1747,29.9328,30.2613,30.2994,30.3781,29.6891,29.5622,29.6718,29.7724,30.2915,30.0762,30.5019,30.3209,30.2605,30.294,30.4474,30.0389,30.2515,29.8017,30.3176,30.2581,29.5282,30.2941
P0DN76,23.6391,20.7748,23.22,24.0526,23.8197,22.3645,23.6241,24.4095,23.6381,23.1958,23.8814,23.0428,22.4985,21.1354,23.4408,24.0219,24.0196,23.2532,23.4937,23.85,23.6094,23.5083,24.0222,23.0283
P0DOY3,24.8105,25.5468,26.4182,25.5979,25.6893,28.4259,25.3787,21.266,25.826,24.7552,20.6938,27.5392,26.3674,26.7214,25.5911,19.8152,21.7881,26.436,27.7245,20.6538,20.4256,20.4007,25.5829,27.13
P0DP25,28.1403,27.8653,28.3397,28.1208,28.1497,28.2434,28.5471,28.2562,28.2278,28.4438,27.8567,28.3682,28.2139,27.5759,28.318,28.1579,28.1318,28.1443,27.9409,28.1783,27.9634,27.9909,28.3632,27.8373
P10155,25.1051,24.934,24.9037,25.2443,25.1943,23.8159,24.6243,25.3855,24.718,24.6092,24.3846,24.8506,25.1517,24.8041,25.1635,25.3583,24.9105,24.8611,25.4774,25.2816,25.1584,25.4005,25.997,24.8918
P10253,26.5654,24.2981,26.2214,26.5669,27.18,26.9036,28.6422,28.3291,27.2032,27.482,27.5602,27.393,27.2801,26.147,27.4468,27.5945,27.6854,26.333,28.3216,28.1621,27.6909,28.1533,26.6518,26.6165
P10301,26.6179,27.2858,27.4159,27.4347,26.483,27.4896,25.6927,25.9936,27.1608,26.8614,26.205,26.019,26.8425,27.3409,26.8646,27.053,26.4071,27.4864,26.3879,25.6524,26.6887,27.0767,26.2907,27.4728
P10316,20.1528,24.503,24.05,23.2243,20.8488,24.0682,20.3661,25.6417,22.6481,23.2616,23.5386,23.6525,22.8946,24.495,23.4158,23.8778,23.5003,25.0436,24.0317,24.7632,23.5526,23.6467,22.9923,25.2245
P10412,28.141,29.4414,29.6964,28.8547,28.7308,28.4927,28.0819,29.2294,28.8257,28.8,28.2476,29.1801,28.5753,28.0165,28.5008,28.3716,28.9604,28.9728,29.6296,28.6796,29.0043,28.7282,29.0586,29.1774
P10515,24.0748,24.4333,23.7329,24.1132,24.1652,23.8904,24.5432,24.3826,24.2616,24.1552,24.1272,23.9841,24.0603,24.8188,24.26,24.4292,24.5875,24.1755,24.4368,24.8491,24.2369,24.6736,24.7536,23.8507
P10586,23.3013,20.2284,21.2703,22.675,22.6964,23.6562,22.7438,23.4205,21.9932,22.7439,23.1457,24.585,23.422,20.1031,24.1379,23.7864,22.9152,21.2586,24.0335,24.0495,24.1418,23.8538,21.2344,19.5471
P10599,27.1866,25.8276,27.0954,27.0209,25.5286,27.4541,27.7265,26.7447,27.1079,27.5921,27.8872,27.7988,27.3454,27.1667,26.9304,26.6691,26.2815,26.2005,28.0833,27.5569,26.4982,28.0471,27.3491,26.9634
P10606,25.2433,25.4192,25.426,25.1607,25.3883,25.3335,25.7422,25.21,25.6503,25.556,25.1968,25.63,25.1739,24.9666,25.4594,25.3002,25.8542,25.2801,25.1955,25.9368,25.9476,25.3999,25.9668,25.5264
P10619,22.8916,22.439,20.5781,22.5893,23.661,18.8784,23.5335,23.5651,22.4783,23.2657,22.7426,23.3327,23.5081,22.62,23.3774,23.2131,23.4081,22.3326,24.396,23.8956,22.8139,23.3701,23.0122,22.8674
P10620,24.7326,23.1535,23.9074,23.9227,24.3646,24.2573,25.2085,23.6573,24.6005,22.3464,25.0483,25.3153,24.806,23.6986,25.1247,24.7726,24.9862,23.935,24.782,23.5018,24.9402,24.7416,23.9494,23.8859
P10636,22.9785,21.6735,22.8892,23.6883,22.5407,23.8128,20.646,21.9587,20.6895,22.6835,21.8809,23.3074,23.4343,19.5227,22.4413,23.0094,22.1036,22.4183,22.0226,21.7423,21.7782,22.921,21.3381,23.2093
P10643,24.28,24.3104,25.1715,24.6831,24.3508,24.3397,24.3525,20.9537,24.9656,24.1681,22.9977,22.8447,24.2218,25.7887,23.7115,23.8082,23.9724,24.6813,20.9845,23.9614,23.5853,23.6003,23.9362,25.0457
P10644,24.875,24.9296,25.0513,24.9505,24.858,24.9778,24.6982,24.5869,24.707,24.8943,25.4163,24.3369,24.5416,25.2689,24.6813,24.8325,24.9345,25.2085,24.318,23.9654,24.5505,25.1336,24.696,25.2512
P10768,26.7709,26.6499,27.3166,26.9046,26.2587,26.8861,26.2743,25.9625,27.398,27.303,25.9034,26.4075,26.9054,26.5822,26.5695,26.3493,26.8843,27.0051,26.209,26.2402,26.5319,26.8939,26.3783,26.7069
P10809,28.0206,27.5295,27.4622,27.8114,28.0237,27.6078,28.8216,28.7994,27.9958,28.2309,28.9588,28.809,27.8315,27.8037,28.3477,28.1223,28.0946,27.4519,28.3697,29.3396,28.2436,28.6056,28.9854,27.6581
P10909,26.9276,27.7441,27.2048,26.8082,26.8423,26.3918,26.1169,25.8334,28.1559,26.5206,26.5015,25.3411,25.8353,28.3361,26.8741,26.1448,26.7516,27.8165,25.6632,25.0532,26.221,26.4194,26.2623,28.2319
P11021,29.3309,28.7141,28.5576,28.856,28.8942,28.9557,29.4149,29.0949,28.8335,30.0058,28.9543,29.6004,28.9856,28.1923,28.836,29.1227,29.295,28.5279,29.3077,29.3431,29.0346,29.2832,29.3274,28.2695
P11047,28.8401,29.8004,29.4112,29.0804,28.87,29.2056,28.4291,28.0081,29.3359,28.6227,29.0684,28.2471,28.9762,29.7263,28.6791,28.6154,28.6937,30.1576,28.569,27.7833,28.8772,28.8343,28.5685,29.5693
P11142,29.7771,29.7343,29.4803,29.6794,29.6119,29.6215,29.8215,30.1082,29.8724,29.9811,29.451,29.8942,29.8334,29.382,29.6505,29.7532,29.7486,29.6054,30.0128,29.6546,29.6597,29.9007,29.8319,29.6514
P11172,22.9338,19.6866,22.4673,22.6867,22.5908,20.6008,22.7465,24.0786,22.876,22.9958,24.441,23.029,22.5542,22.8857,22.8073,22.7734,22.4035,22.072,23.0726,22.8555,22.8174,23.0862,22.3147,21.9852
P11177,25.1372,25.2382,25.0089,25.1253,25.2481,25.0318,25.3881,25.0507,24.6344,25.1238,25.0994,24.7019,24.7894,25.1945,25.1537,25.2479,24.8753,24.9829,25.1728,25.5491,24.9528,25.4787,25.446,24.9057
P11182,24.262,23.3429,23.8059,24.4156,24.34,23.8969,25.143,24.5117,24.053,23.8226,24.6145,24.7312,24.1741,24.0548,24.8619,24.6814,24.1143,23.7616,24.2441,25.1155,24.5709,24.8789,24.1634,23.3331
P11216,28.5617,28.5349,27.5128,28.5442,28.9746,28.921,27.4141,27.3188,27.31,28.5085,27.8968,28.0818,28.9586,28.4327,28.682,28.4715,28.52,28.4026,28.3765,27.9582,28.3946,28.5361,27.6321,28.3834
P11217,25.041,25.3907,22.4268,25.7199,25.3763,25.2969,21.2827,21.494,24.1759,24.405,24.5888,24.0168,25.2358,25.4699,25.3904,24.8232,25.0206,25.2574,23.7376,24.1173,24.2155,24.7648,21.698,24.9965
P11234,24.5864,23.6475,24.072,24.461,24.2988,23.9959,24.3488,24.6877,24.3915,23.9713,23.8811,24.1077,23.9387,23.6454,24.3572,24.4444,24.3669,24.167,24.0962,24.2405,24.5299,24.649,24.4753,24.1276
P11279,23.685,23.3521,23.5286,24.4335,24.7045,24.9202,25.7489,26.4324,24.0945,24.1784,25.5989,25.0449,24.6278,23.5882,25.0076,24.4736,24.5506,24.7832,25.109,25.9997,25.5899,25.0309,24.6641,24.5631
P11310,23.1748,23.7929,23.1474,23.9653,24.0939,23.1355,24.4676,24.4326,23.4306,24.2794,24.1721,23.004,23.5128,23.0497,24.0653,23.4721,24.0169,23.8737,24.2109,24.6854,23.9829,23.8441,24.9678,23.6974
P11387,23.5716,23.0843,23.0138,23.3313,23.4433,22.4442,23.5871,24.3277,23.6757,24.162,23.4227,23.5506,23.2883,21.1914,23.353,23.4532,23.912,23.1994,23.7257,24.3832,23.7418,23.8177,24.447,23.3123
P11413,24.2051,24.1048,24.2334,24.4986,24.4057,23.514,24.1964,24.5877,24.0834,24.425,24.8251,24.0843,23.979,23.791,24.5666,24.3201,24.3349,24.0402,24.1001,24.2539,24.2538,24.437,24.1995,24.4287
P11498,24.3053,19.2749,20.715,23.7739,23.3846,23.5491,24.4903,23.0936,20.2666,22.099,25.0056,24.2602,23.6302,21.3288,24.3286,24.1882,23.715,21.8945,24.2421,24.2965,24.1902,24.4471,23.1552,20.4498
P11532,25.0654,26.5831,25.63,25.5662,25.2448,24.9966,22.5394,22.8397,25.4214,25.0891,24.4475,21.0821,25.1602,26.0574,25.4577,25.0032,24.8624,25.7093,24.477,21.5649,24.8004,25.3273,23.6608,25.9432
P11586,24.643,24.7415,24.6406,24.7784,24.9849,24.5935,25.3673,25.341,24.7146,25.4817,25.3148,24.7755,24.7796,24.2807,25.0823,24.8574,24.8161,24.8696,25.0206,25.3223,24.9478,24.7623,25.2506,24.8946
P11717,23.7871,21.9952,21.7953,23.8705,24.2716,24.3242,25.2306,25.711,23.9703,25.2604,24.3344,24.9461,24.5072,22.6803,23.6535,23.3898,24.5066,23.8452,24.7048,24.2742,25.1479,24.4443,24.9407,23.5761
P11766,28.7121,28.77,28.7617,28.6916,28.8966,29.2015,28.4732,27.5132,28.4409,28.7529,28.3752,28.0206,29.0128,28.889,29.2608,28.6352,28.5489,28.7434,28.6399,28.5565,28.8608,28.5595,28.3614,28.6323
P11908,24.8123,23.8737,24.3367,24.247,24.7917,24.4679,24.7475,24.3043,24.2973,24.2837,24.4111,24.7623,24.3667,23.9476,24.6048,24.8407,24.6504,24.1608,24.3452,24.8985,24.5823,24.8669,24.2234,24.2968
P11940,26.1421,25.5358,25.6676,25.8093,26.0061,25.735,26.4554,26.218,25.9785,26.0757,26.2033,26.0069,25.9063,25.5696,25.8724,26.0483,26.1815,25.5925,26.3163,26.3758,26.1246,26.103,26.3023,25.8072
P12004,22.5862,22.4297,22.6136,22.6676,22.6407,19.3784,22.6373,24.0955,22.9253,23.2933,22.4622,23.166,22.1293,22.8169,22.5148,22.1154,22.4846,22.1316,22.6399,23.3613,22.3889,22.4316,23.2097,22.4995
P12081,24.1,23.9546,23.5008,23.7788,23.9416,23.7665,24.1807,23.9617,24.0537,24.2415,24.346,24.1324,23.4864,24.1862,24.1881,23.7847,24.0117,23.8203,23.6671,24.0238,23.9052,23.8709,24.1142,24.0122
P12109,31.4017,32.275,32.0042,31.8764,31.6693,31.7014,31.3024,31.0931,31.8616,31.3142,31.4971,30.8472,31.5164,32.39,31.5362,31.1768,31.1746,32.264,30.9084,31.0223,31.3788,31.3439,30.9743,31.9233
P12110,30.8418,31.9775,31.8985,31.1172,31.1148,31.332,30.7201,30.7458,31.5262,31.3406,30.8302,30.6208,31.1515,32.0387,30.9494,30.6169,30.8906,31.804,30.5115,30.4331,30.7791,30.8296,30.6415,31.716
P12111,32.3961,33.4038,33.0324,32.9321,32.793,32.8825,32.4431,32.3505,32.9352,32.8205,32.7121,31.8069,32.4763,33.4293,32.5078,32.4094,32.5921,33.3802,31.904,32.2035,32.4527,32.5092,32.3767,33.3101
P12235,26.1153,26.5886,25.8486,25.8519,26.2711,25.6721,25.8038,24.9322,25.8851,25.5341,26.2916,25.6853,25.5755,26.4041,25.9825,26.1668,25.9087,26.5636,25.5052,26.0184,25.853,26.455,25.8399,26.2944
P12236,26.9456,27.0242,27.7253,27.4043,27.2667,27.2148,27.2251,27.9298,27.1819,27.6959,27.1407,27.5155,27.3191,27.7524,26.9762,26.9928,27.5526,27.5701,27.5988,27.5652,26.9616,27.4703,27.886,27.4229
P12268,24.2019,23.8168,23.9708,24.0015,24.1439,22.4981,24.2686,24.3352,23.7863,25.0459,24.3196,25.0351,24.1499,23.321,24.1684,24.5976,24.0822,23.8007,24.3807,24.7634,24.2762,24.6579,24.4639,22.5727
P12270,24.2915,23.5443,24.3497,23.8564,24.1965,23.1212,24.4162,24.4124,23.9492,24.4447,24.5008,24.4549,23.9728,23.5571,24.0551,24.1951,24.5446,23.6986,24.6181,24.936,24.3171,24.4692,24.334,23.5725
P12277,31.3705,30.6936,30.3996,31.7142,30.9363,31.5714,30.0392,29.3872,30.1542,30.6531,29.8264,30.5065,31.5323,31.1874,31.1677,31.1661,30.9569,30.8415,30.2247,29.8094,30.5452,31.0982,30.2824,31.0351
P12429,28.417,27.0336,28.1233,28.2843,28.5822,28.3031,27.8188,28.0601,27.8788,28.1285,27.5284,28.6451,28.2076,27.313,28.7745,28.8692,28.3206,27.8174,28.5973,28.3253,28.9758,28.6146,27.8479,27.3108
P12532,24.6826,21.0531,23.4821,25.055,24.7304,24.5836,24.4881,24.8969,24.6118,24.6127,26.7192,24.1242,24.5521,23.8886,23.7974,23.9529,26.0907,23.8337,26.0129,24.7103,25.2106,24.8895,24.6617,24.6163
P12694,22.6931,21.8679,20.5677,22.7335,23.5411,20.0897,23.6983,23.8779,20.9371,22.1569,23.4103,22.8907,22.7203,21.9374,22.9957,23.3283,21.2239,20.6247,24.0317,23.7039,23.3101,23.8633,23.3306,19.6028
P12814,30.8436,32.2107,31.3778,31.2714,30.9213,31.4373,30.6838,30.2555,31.1302,30.8603,30.7253,30.5285,31.0311,31.6018,30.9282,30.7937,30.6307,31.5264,30.6111,30.1879,30.9776,30.9245,30.7827,31.4265
P12830,25.8806,23.2849,24.9949,25.6727,25.7511,25.108,25.8985,25.693,25.408,25.5561,25.7648,25.7145,25.6458,24.9365,26.2255,26.2309,25.7388,24.9875,26.1266,25.9557,26.0475,25.9652,25.4008,24.19
P12931,23.1844,22.5477,22.2835,22.8195,22.8582,22.3939,23.3059,23.7719,22.2715,22.8694,23.1797,23.0177,22.9372,22.8715,23.2723,23.3361,23.0936,22.2637,22.8909,24.0292,23.2506,23.0956,23.1559,22.4854
P12955,23.9865,22.7644,23.9142,23.053,23.0519,23.0812,23.3023,24.4798,23.7192,24.0326,24.4295,23.9232,23.9269,24.4092,23.4096,23.6037,23.5556,23.2435,23.8824,23.905,23.9042,23.9043,22.9466,23.3547
P12956,27.4856,27.0597,27.2889,27.1599,27.3618,26.5541,27.666,27.8024,27.2819,27.6784,27.4904,27.3391,27.3026,26.7884,27.3351,27.486,27.4728,27.1698,27.5902,27.8314,27.241,27.5509,27.7805,27.0837
P13010,27.0122,27.0957,27.1148,26.9182,27.3019,26.2953,27.2683,27.9878,27.2641,27.4549,27.3311,27.1613,26.7745,26.73,26.9266,27.1914,27.1675,26.8201,27.4957,27.5789,27.2365,27.2186,27.7113,27.1382
P13073,24.7079,23.9156,25.2627,25.3132,25.0596,23.7875,24.9585,24.807,24.8214,23.8181,24.8979,25.61,24.7471,24.8723,25.2423,24.8917,25.3082,25.718,24.5629,25.6419,25.5265,24.7486,26.1283,25.2777
P13473,25.5981,23.4962,24.6717,25.461,26.4024,25.4953,28.0483,27.5833,25.45,24.5942,27.6099,26.3787,25.943,24.5831,26.504,26.538,25.7764,25.1887,25.1394,28.0471,26.6831,26.6756,24.7841,25.0649
P13489,28.2114,28.0566,28.0252,28.1184,28.0414,27.9958,27.7757,28.2046,27.9585,27.9503,28.0306,27.7954,28.2384,28.0634,28.3557,28.0453,28.1365,28.1405,27.9008,27.9054,28.0924,28.0726,27.6881,28.1429
P13611,21.3709,25.8782,25.4678,22.9133,22.4767,21.5775,24.4564,26.603,23.7692,23.5139,26.742,19.9296,19.5195,23.6781,20.0263,22.1209,21.9842,24.8851,20.703,23.3169,22.7895,23.2487,24.8029,24.9725
P13639,28.5631,28.473,28.465,28.4896,28.4896,28.3242,28.8912,28.9119,28.5158,28.9477,28.6687,28.7257,28.3241,28.3818,28.5645,28.6105,28.5674,28.1529,28.7577,28.9737,28.6381,28.5182,28.8843,28.2187
P13645,24.1437,24.5278,23.6637,23.3655,23.7213,24.6998,21.2532,24.1578,23.8089,22.0416,21.1651,23.0062,23.5432,23.615,22.5895,23.3425,23.5524,23.4344,24.9475,22.7235,24.6402,22.9437,24.1409,23.5718
